A,B,C,D,E
0.53766,0.60703,0.67864,0.68787,0.51774
0.68417,0.59917,0.55994,0.7119,0.65654
0.65076,0.62586,0.72893,0.6438,0.53009
0.61854,0.74257,0.74984,0.76018,0.75875
0.64024,0.50222,0.61984,0.6131,0.52358
0.74372,0.6593,0.67828,0.67987,0.74601
0.6673,0.7114,0.71649,0.56994,0.76078
0.75015,0.81133,0.57373,0.68156,0.69968
0.82237,0.65321,0.70257,0.74287,0.58167
0.80231,0.62153,0.67216,0.75311,0.64763
0.70955,0.68679,0.7653,0.59527,0.6236
0.74016,0.65603,0.68908,0.67264,0.74206
0.53144,0.72502,0.67513,0.59329,0.48702
0.77575,0.65186,0.66857,0.70808,0.49367
0.65237,0.61015,0.58722,0.67261,0.54166
0.69571,0.71655,0.63399,0.59717,0.74408
0.55756,0.61353,0.65226,0.72822,0.58991
0.81245,0.59924,0.63755,0.59891,0.61914
0.55724,0.78287,0.77572,0.67844,0.70719
0.65802,0.66011,0.60763,0.69844,0.65319
0.74265,0.65804,0.6948,0.65828,0.61102
0.61824,0.73728,0.60171,0.70939,0.56808
0.8087,0.68198,0.74963,0.60638,0.58193
0.6927,0.55737,0.61908,0.65862,0.59663
0.59186,0.65224,0.72299,0.61761,0.68534
0.62332,0.65417,0.8148,0.67793,0.59782
0.67262,0.54461,0.66144,0.55821,0.65898
0.65502,0.68435,0.60205,0.64449,0.71744
0.68113,0.6844,0.66438,0.693,0.73257
0.61222,0.74072,0.61048,0.62967,0.54877
0.71922,0.67761,0.61217,0.70281,0.71166
0.76022,0.75545,0.77837,0.67128,0.62619
0.57575,0.71124,0.60751,0.55726,0.64766
0.76556,0.84947,0.79576,0.521,0.61389
0.78893,0.5417,0.63796,0.67148,0.63069
0.65375,0.66956,0.74569,0.62252,0.74595
0.67293,0.80261,0.57428,0.61954,0.70262
0.77751,0.68414,0.68338,0.72522,0.51361
0.682,0.72386,0.55964,0.59225,0.78574
0.59515,0.57927,0.66381,0.72712,0.64779
0.72688,0.6385,0.67608,0.59692,0.64633
0.83668,0.81968,0.60661,0.63831,0.56647
0.66186,0.60568,0.74527,0.61033,0.68677
0.7818,0.54118,0.61751,0.57132,0.66803
0.55173,0.70694,0.56998,0.71124,0.54942
0.78047,0.69917,0.65633,0.57949,0.63253
0.69969,0.67891,0.74084,0.46163,0.67186
0.86508,0.62377,0.62645,0.71828,0.68935
0.75268,0.81633,0.82677,0.67012,0.74383
0.69476,0.47374,0.73199,0.60276,0.61605
0.56507,0.69438,0.73345,0.65402,0.61625
0.71755,0.57099,0.63839,0.63059,0.6301
0.59175,0.71357,0.72169,0.62715,0.64899
0.4913,0.60356,0.65868,0.58838,0.77267
0.68062,0.66539,0.74294,0.55544,0.56839
0.6268,0.70601,0.7484,0.68165,0.64009
0.70526,0.68206,0.66524,0.6445,0.68179
0.6479,0.59743,0.7251,0.66036,0.80218
0.60265,0.65213,0.5649,0.60659,0.70676
0.62025,0.70695,0.71789,0.7138,0.61408
0.6966,0.55651,0.77405,0.7071,0.60163
0.60571,0.57717,0.78712,0.5413,0.71194
0.50408,0.67339,0.5358,0.64475,0.60677
0.53465,0.73227,0.69709,0.65546,0.60968
0.62417,0.76858,0.76236,0.55099,0.65278
0.63614,0.68932,0.70083,0.55936,0.60456
0.67841,0.68517,0.62581,0.63578,0.70493
0.67859,0.71531,0.54084,0.57136,0.77685
0.8906,0.72498,0.73928,0.76911,0.76525
0.72813,0.70304,0.73546,0.70176,0.57603
0.70406,0.63756,0.73744,0.56018,0.56662
0.74398,0.7223,0.81972,0.59151,0.63132
0.75307,0.55092,0.63509,0.67282,0.92195
0.80411,0.66633,0.64404,0.5639,0.70114
0.69926,0.70627,0.6499,0.63704,0.5556
0.58713,0.67384,0.57197,0.6491,0.71134
0.67619,0.57591,0.77667,0.70315,0.67663
0.66432,0.72207,0.69268,0.64479,0.66168
0.69535,0.6739,0.86036,0.7828,0.64702
0.46745,0.75428,0.70224,0.71907,0.68898
0.73143,0.73603,0.63875,0.68949,0.64589
0.5874,0.63413,0.65908,0.66334,0.6062
0.73907,0.76756,0.55533,0.5335,0.78741
0.70678,0.87645,0.67489,0.60758,0.75095
0.84471,0.74907,0.76032,0.68289,0.51215
0.68327,0.61626,0.63907,0.68971,0.74242
0.60292,0.6864,0.80625,0.73068,0.63644
0.57148,0.68258,0.70167,0.72751,0.87454
0.66342,0.55703,0.59302,0.67073,0.62684
0.72954,0.62624,0.7099,0.7083,0.55385
0.62903,0.62432,0.81654,0.51006,0.58581
0.67509,0.5585,0.58443,0.70755,0.58058
0.66237,0.65176,0.5534,0.77592,0.77259
0.59072,0.61087,0.75061,0.56028,0.61005
0.64762,0.60648,0.60034,0.68081,0.69589
0.6323,0.66115,0.73528,0.6646,0.59722
0.80556,0.64851,0.65409,0.71776,0.71221
0.73803,0.62392,0.50859,0.67892,0.72952
0.71446,0.78428,0.6824,0.72149,0.74867
0.71087,0.56288,0.58141,0.55055,0.78234
0.59531,0.68374,0.55537,0.75593,0.65614
0.58534,0.49703,0.73905,0.54257,0.60872
0.62195,0.7174,0.60919,0.45259,0.76495
0.62781,0.54611,0.81466,0.6033,0.66834
0.60261,0.59816,0.72964,0.7197,0.51853
0.68118,0.57681,0.75781,0.50337,0.60167
0.79225,0.82362,0.63608,0.64354,0.68406
0.65279,0.65084,0.86028,0.71986,0.78118
0.81806,0.81328,0.77582,0.59745,0.51352
0.66679,0.58136,0.64312,0.75561,0.49984
0.78996,0.72639,0.75282,0.59971,0.56091
0.72557,0.5821,0.59102,0.66891,0.54702
0.68111,0.59063,0.72919,0.74078,0.66318
0.75735,0.58635,0.65553,0.71258,0.5669
0.866,0.79854,0.43481,0.69236,0.73077
0.89202,0.73141,0.69464,0.63585,0.67198
0.80106,0.71836,0.67059,0.59773,0.59168
0.71217,0.59062,0.76444,0.73808,0.60208
0.68388,0.64263,0.77226,0.64097,0.49211
0.58197,0.71988,0.67015,0.62087,0.81465
0.62095,0.5963,0.80403,0.74984,0.71351
0.54441,0.57422,0.85108,0.63538,0.57434
0.70688,0.74875,0.77353,0.48912,0.6222
0.5534,0.59844,0.64608,0.52682,0.59643
0.67353,0.68009,0.72601,0.76516,0.67353
0.45813,0.75094,0.71224,0.57468,0.56969
0.71839,0.7342,0.74945,0.66177,0.56683
0.71645,0.68046,0.75253,0.56878,0.7147
0.63601,0.59642,0.68891,0.51314,0.79952
0.6491,0.66832,0.62541,0.65647,0.61868
0.59202,0.56182,0.75046,0.74166,0.5763
0.66762,0.60978,0.70119,0.42276,0.60321
0.67285,0.70058,0.69663,0.65377,0.83404
0.72245,0.46639,0.63743,0.70928,0.62593
0.53205,0.69306,0.63736,0.62473,0.66973
0.7082,0.74502,0.80276,0.62164,0.62715
0.53262,0.63927,0.8112,0.73964,0.78985
0.66824,0.6277,0.8578,0.76359,0.56559
0.58585,0.75828,0.71051,0.66521,0.49834
0.56005,0.80138,0.60414,0.76422,0.61303
0.78369,0.52366,0.71438,0.61309,0.74872
0.5624,0.6446,0.74946,0.69792,0.61285
0.63797,0.78699,0.62601,0.59693,0.63596
0.68295,0.74359,0.62307,0.51763,0.52882
0.63443,0.70844,0.73831,0.55915,0.57348
0.60048,0.66168,0.63442,0.59988,0.677
0.73352,0.64716,0.67453,0.56899,0.68903
0.69198,0.7868,0.69393,0.74255,0.55548
0.5368,0.79546,0.59192,0.57576,0.63451
0.62514,0.55519,0.79543,0.62123,0.64648
0.73381,0.67488,0.67931,0.3876,0.63601
0.75066,0.74809,0.74718,0.46767,0.68815
0.62844,0.63318,0.78321,0.5734,0.66775
0.5991,0.85542,0.78626,0.6226,0.61865
0.71251,0.60688,0.61172,0.67161,0.75043
0.82239,0.67522,0.7283,0.55893,0.50418
0.73148,0.74825,0.68048,0.49523,0.67061
0.60925,0.6795,0.69936,0.57697,0.67537
0.65591,0.68996,0.6753,0.63698,0.7356
0.6086,0.65281,0.6411,0.65269,0.66648
0.62303,0.54703,0.77031,0.62362,0.68488
0.68295,0.69544,0.70299,0.48575,0.52718
0.71101,0.74267,0.58003,0.69192,0.7097
0.66871,0.62656,0.62828,0.75468,0.62536
0.79627,0.69726,0.70659,0.53844,0.44123
0.67036,0.67502,0.60446,0.64175,0.72597
0.69195,0.61362,0.66899,0.59431,0.76556
0.65737,0.57057,0.83862,0.64602,0.65179
0.69088,0.71532,0.6807,0.51537,0.64022
0.7151,0.74672,0.69208,0.55727,0.59962
0.6335,0.8265,0.79677,0.58164,0.73789
0.76348,0.73961,0.67539,0.64952,0.56942
0.83666,0.80391,0.55117,0.57589,0.67181
0.66377,0.5521,0.64168,0.65174,0.5385
0.59877,0.6181,0.65185,0.79652,0.57823
0.60442,0.64084,0.69556,0.62396,0.79104
0.5552,0.60734,0.6883,0.73022,0.40311
0.4362,0.69892,0.70872,0.54335,0.62603
0.67755,0.76022,0.80216,0.68713,0.47439
0.6878,0.73898,0.85344,0.61494,0.74956
0.65385,0.88741,0.71055,0.64651,0.81137
0.74412,0.69581,0.65085,0.66702,0.42729
0.62848,0.74098,0.79592,0.54718,0.72468
0.79761,0.7724,0.65336,0.66597,0.60185
0.68524,0.64076,0.70643,0.68492,0.66624
0.5586,0.74539,0.59649,0.64864,0.46606
0.77578,0.75009,0.6858,0.65434,0.63275
0.79065,0.72522,0.61997,0.66255,0.78404
0.6903,0.69471,0.75478,0.44613,0.70235
0.71291,0.64754,0.59386,0.65994,0.56481
0.74765,0.67219,0.72298,0.63767,0.69008
0.72483,0.72231,0.70415,0.54527,0.61931
0.65714,0.80182,0.6772,0.66749,0.75486
0.93635,0.6779,0.55809,0.55104,0.68961
0.59518,0.67933,0.76571,0.75428,0.54206
0.60264,0.5885,0.59412,0.67467,0.57391
0.59161,0.6656,0.61453,0.62614,0.77662
0.56947,0.78062,0.69709,0.59684,0.75201
0.68189,0.74025,0.7154,0.78707,0.67202
0.84102,0.75975,0.65958,0.60537,0.66617
0.77618,0.58347,0.80855,0.54402,0.71504
0.55826,0.59195,0.66123,0.61059,0.78365
0.59475,0.70545,0.62611,0.59,0.68628
0.67012,0.76293,0.66533,0.7814,0.57376
0.69469,0.66964,0.58813,0.51373,0.75639
0.81666,0.67545,0.65459,0.71911,0.78044
0.62084,0.54236,0.528,0.69849,0.66453
0.57183,0.65819,0.75215,0.82464,0.77822
0.42528,0.63826,0.63765,0.68478,0.76468
0.72363,0.62175,0.74649,0.46076,0.58632
0.71068,0.69658,0.7283,0.72403,0.69664
0.74856,0.67353,0.68924,0.63689,0.51298
0.71015,0.60756,0.57795,0.45397,0.77559
0.76166,0.58801,0.77075,0.73137,0.65287
0.78729,0.84804,0.57649,0.5958,0.7539
0.67793,0.62218,0.64509,0.49289,0.68513
0.68014,0.67922,0.75314,0.56462,0.53894
0.62151,0.76565,0.71202,0.61742,0.51819
0.79886,0.72623,0.7139,0.53814,0.65198
0.69535,0.70185,0.85452,0.62799,0.67741
0.70627,0.65797,0.67208,0.60317,0.65292
0.75769,0.67105,0.6986,0.73454,0.83108
0.83281,0.4958,0.83788,0.55635,0.57965
0.75822,0.58355,0.58483,0.59377,0.57429
0.72463,0.63154,0.61073,0.64717,0.67132
0.69845,0.52197,0.64765,0.62565,0.65191
0.67566,0.69358,0.70204,0.52406,0.59129
0.70844,0.66367,0.63844,0.56165,0.61932
0.77088,0.75638,0.64586,0.60424,0.48846
0.70589,0.70779,0.61836,0.72718,0.65137
0.67446,0.78375,0.8827,0.7075,0.58233
0.76025,0.62489,0.69861,0.59812,0.55394
0.75016,0.55192,0.79663,0.60212,0.59914
0.53271,0.70946,0.79541,0.57303,0.554
0.81083,0.59467,0.75152,0.56827,0.69439
0.62529,0.7123,0.80248,0.56148,0.7192
0.62968,0.77473,0.84102,0.64496,0.72293
0.51913,0.69172,0.73133,0.65923,0.72573
0.78348,0.68082,0.72224,0.48578,0.46117
0.63383,0.79481,0.56017,0.49643,0.65564
0.76754,0.72111,0.60478,0.54079,0.66121
0.73131,0.72647,0.67357,0.62983,0.62217
0.69069,0.80042,0.69227,0.65048,0.56763
0.7435,0.71668,0.52966,0.68292,0.52964
0.75555,0.62833,0.65646,0.66901,0.63482
0.72852,0.59627,0.63266,0.59603,0.72083
0.52318,0.76747,0.49438,0.67773,0.76442
0.69329,0.54214,0.65871,0.62763,0.64056
0.76529,0.5612,0.70941,0.61096,0.48905
0.62271,0.69444,0.67948,0.67652,0.64929
0.86164,0.60216,0.54402,0.64545,0.6558
0.51943,0.73065,0.62644,0.65153,0.70477
0.68368,0.72605,0.68646,0.62618,0.69669
0.74969,0.79265,0.62848,0.56529,0.52487
0.6358,0.69971,0.65773,0.5626,0.57909
0.57373,0.70997,0.71647,0.75799,0.53687
0.77817,0.61622,0.62554,0.69368,0.6977
0.6208,0.64734,0.58162,0.74687,0.61182
0.7022,0.76545,0.58647,0.62627,0.64921
0.56318,0.68688,0.85486,0.49454,0.54547
0.63928,0.66998,0.52579,0.63262,0.83818
0.6474,0.62829,0.51738,0.86225,0.69976
0.81432,0.79383,0.82117,0.76293,0.60187
0.74867,0.67924,0.67408,0.62186,0.45665
0.70473,0.68928,0.60305,0.47651,0.65117
0.63191,0.61185,0.72452,0.73718,0.72204
0.55046,0.70898,0.75917,0.71262,0.56969
0.70585,0.82976,0.56326,0.75275,0.67081
0.78224,0.58207,0.59535,0.57863,0.58596
0.61186,0.70162,0.76258,0.61676,0.65875
0.57957,0.71548,0.65528,0.56069,0.74099
0.63057,0.72693,0.61455,0.63283,0.71094
0.9574,0.72067,0.63041,0.69451,0.6866
0.67163,0.72452,0.67588,0.71215,0.63336
0.67025,0.82341,0.7221,0.65463,0.64109
0.70405,0.61512,0.56704,0.55688,0.57386
0.61057,0.65922,0.64074,0.65353,0.47877
0.72254,0.75955,0.70874,0.76059,0.73944
0.65305,0.64214,0.59989,0.68801,0.66769
0.67754,0.68028,0.62702,0.59294,0.66682
0.62793,0.79012,0.78249,0.50215,0.67284
0.72607,0.54844,0.64258,0.59808,0.63098
0.61861,0.70254,0.69798,0.67603,0.7018
0.60055,0.60762,0.76009,0.70559,0.59871
0.76933,0.89187,0.65634,0.64655,0.95148
0.75468,0.63467,0.70822,0.65135,0.58758
0.65324,0.70295,0.76529,0.56667,0.56754
0.61099,0.73471,0.70275,0.56082,0.69917
0.61167,0.74038,0.79561,0.48102,0.67894
0.69557,0.75922,0.67437,0.64891,0.6901
0.62057,0.67316,0.69026,0.57047,0.57133
0.75352,0.84677,0.68822,0.44496,0.65395
0.75724,0.58914,0.72625,0.642,0.68819
0.66321,0.73728,0.72027,0.63617,0.64876
0.66542,0.7384,0.72698,0.67275,0.60002
0.81103,0.65551,0.68569,0.72969,0.65173
0.79171,0.63749,0.49073,0.53118,0.7847
0.62959,0.60941,0.79147,0.62364,0.83096
0.66937,0.5902,0.58807,0.51528,0.62018
0.69415,0.68219,0.85049,0.55346,0.55502
0.64467,0.64382,0.66026,0.65254,0.74905
0.80921,0.58748,0.51401,0.63516,0.56732
0.68212,0.6501,0.67806,0.81155,0.5995
0.73636,0.61758,0.64771,0.51637,0.64588
0.74303,0.71167,0.60607,0.68309,0.66441
0.6853,0.84755,0.79932,0.77721,0.4671
0.74921,0.51494,0.76879,0.59616,0.77422
0.66198,0.69078,0.69538,0.6056,0.64972
0.7551,0.66774,0.70674,0.72836,0.69304
0.59379,0.58456,0.67655,0.74315,0.68947
0.74097,0.64318,0.61975,0.51799,0.57329
0.62049,0.61078,0.65611,0.59149,0.5478
0.74388,0.6751,0.81224,0.70672,0.6169
0.75739,0.64539,0.64701,0.57228,0.51966
0.68247,0.54926,0.73045,0.73601,0.58481
0.69021,0.70858,0.79834,0.71065,0.51724
0.60257,0.76087,0.76154,0.65027,0.43112
0.68724,0.7542,0.68632,0.49077,0.59471
0.78072,0.70503,0.76571,0.4444,0.50476
0.82822,0.69915,0.55872,0.7351,0.78241
0.6902,0.73134,0.5989,0.74374,0.48899
0.50461,0.54457,0.62791,0.53519,0.57226
0.64815,0.48612,0.79488,0.60969,0.63575
0.67448,0.65054,0.74517,0.71952,0.61649
0.75391,0.7137,0.69432,0.63,0.61799
0.60539,0.72851,0.7403,0.58804,0.59133
0.8691,0.63131,0.64855,0.59147,0.83352
0.69767,0.76207,0.73979,0.55116,0.54446
0.68334,0.75121,0.55278,0.5298,0.5288
0.68834,0.72181,0.66165,0.52192,0.60093
0.6868,0.69985,0.65018,0.57818,0.80081
0.65596,0.74992,0.68061,0.56648,0.62199
0.60012,0.48762,0.73225,0.67421,0.33223
0.84291,0.57299,0.73421,0.57428,0.71321
0.66324,0.74668,0.5712,0.52827,0.63872
0.67712,0.76567,0.63788,0.64558,0.76442
0.84921,0.62794,0.50772,0.49207,0.64428
0.57846,0.75018,0.62484,0.51999,0.58137
0.68433,0.58381,0.59884,0.61455,0.70414
0.59521,0.62532,0.72631,0.55256,0.61975
0.66172,0.66576,0.82731,0.58135,0.71185
0.65229,0.94275,0.82904,0.65784,0.59493
0.63981,0.75096,0.61933,0.51876,0.60302
0.74923,0.6246,0.68921,0.62657,0.51141
0.53892,0.62709,0.89804,0.76652,0.69397
0.73593,0.57702,0.74525,0.70247,0.69459
0.61681,0.76312,0.65799,0.75813,0.58249
0.75106,0.58332,0.64962,0.66446,0.60312
0.70678,0.66268,0.66555,0.494,0.69378
0.61283,0.7155,0.74277,0.6363,0.52294
0.7406,0.80029,0.68756,0.51095,0.42019
0.76973,0.70449,0.68683,0.60128,0.50864
0.73829,0.50737,0.70513,0.6389,0.62874
0.84587,0.65018,0.60773,0.63594,0.69183
0.65666,0.67122,0.70055,0.69644,0.72035
0.63669,0.64279,0.7978,0.58336,0.62688
0.64559,0.69403,0.70627,0.79041,0.82711
0.5921,0.61822,0.82142,0.62653,0.67323
0.71341,0.73525,0.62862,0.76433,0.71045
0.66772,0.65406,0.73112,0.68044,0.50445
0.53552,0.7166,0.76106,0.76924,0.85448
0.76901,0.82249,0.75304,0.71,0.65643
0.63353,0.80315,0.56354,0.68476,0.64783
0.58233,0.74825,0.58433,0.62138,0.52444
0.72485,0.64842,0.56047,0.64448,0.54958
0.61472,0.80223,0.60059,0.59221,0.86379
0.69631,0.60123,0.69504,0.70708,0.5994
0.68525,0.29983,0.29769,0.3032,0.68117
0.67688,0.30131,0.29291,0.30415,0.67266
0.68256,0.2982,0.29859,0.30342,0.6754
0.68035,0.29871,0.3041,0.30093,0.68067
0.68345,0.29973,0.29908,0.30398,0.68512
0.68476,0.30906,0.30285,0.30207,0.6788
0.68491,0.30935,0.30379,0.30434,0.67768
0.68324,0.30841,0.29707,0.29209,0.68275
0.68457,0.30289,0.30703,0.31001,0.67738
0.67557,0.28887,0.3035,0.30126,0.68443
0.68448,0.29952,0.30463,0.2974,0.68031
0.68041,0.30739,0.30058,0.30082,0.67114
0.67416,0.29957,0.30341,0.29044,0.66852
0.67971,0.28986,0.30434,0.30211,0.67746
0.67346,0.30568,0.29757,0.30377,0.68572
0.68235,0.3023,0.30617,0.30264,0.67536
0.6761,0.29477,0.29437,0.2972,0.67727
0.67782,0.29543,0.29705,0.29662,0.69056
0.67535,0.29274,0.30256,0.29514,0.67729
0.67924,0.29684,0.30352,0.30086,0.67001
0.67606,0.29886,0.30317,0.29979,0.67556
0.67821,0.30227,0.29814,0.29575,0.6776
0.67942,0.30296,0.29408,0.30631,0.67881
0.68152,0.29667,0.29998,0.30165,0.68405
0.67808,0.29979,0.30629,0.29695,0.6779
0.67623,0.30184,0.30242,0.30006,0.68792
0.68548,0.29905,0.29284,0.30491,0.67628
0.67928,0.29819,0.30443,0.29687,0.6788
0.68478,0.30367,0.301,0.29694,0.6768
0.6841,0.29774,0.29838,0.29605,0.6729
0.67597,0.29377,0.29515,0.30841,0.68109
0.68053,0.29955,0.30499,0.28991,0.68302
0.67594,0.29441,0.29618,0.29333,0.67237
0.68572,0.29769,0.29397,0.30294,0.67649
0.6874,0.29833,0.30312,0.29942,0.67632
0.68812,0.29975,0.30961,0.30501,0.67839
0.67805,0.30248,0.29929,0.29307,0.67863
0.67291,0.30311,0.29966,0.3002,0.67733
0.67704,0.29859,0.30309,0.30373,0.67891
0.6822,0.30108,0.30043,0.30314,0.67614
0.67392,0.31027,0.29744,0.29979,0.68018
0.68093,0.29728,0.30162,0.29397,0.68232
0.6794,0.29901,0.31058,0.29626,0.68257
0.67617,0.29616,0.30046,0.29639,0.67938
0.67878,0.30097,0.3048,0.30012,0.68795
0.68122,0.30138,0.30179,0.30269,0.6846
0.67923,0.29923,0.29646,0.30768,0.68526
0.67648,0.30225,0.30328,0.29831,0.6783
0.67615,0.2986,0.29977,0.29523,0.67418
0.67239,0.30537,0.29803,0.29901,0.67479
0.68013,0.30266,0.30191,0.30164,0.67937
0.67632,0.29163,0.30802,0.30697,0.68047
0.67048,0.2948,0.30212,0.29867,0.68414
0.67268,0.29967,0.3017,0.3049,0.68106
0.67443,0.29122,0.30058,0.30357,0.68427
0.67813,0.30038,0.29699,0.30025,0.68458
0.67591,0.30297,0.2998,0.30133,0.67472
0.68836,0.29967,0.29842,0.30468,0.67757
0.68073,0.30148,0.30211,0.29703,0.68651
0.67703,0.30126,0.3019,0.30013,0.68417
0.68665,0.30453,0.30914,0.29345,0.67556
0.68296,0.29529,0.29429,0.30085,0.67358
0.68241,0.30165,0.30556,0.30174,0.67743
0.68359,0.30155,0.29857,0.30139,0.68052
0.68494,0.30071,0.29244,0.30519,0.68555
0.67779,0.29333,0.29687,0.30479,0.67928
0.6795,0.29569,0.30035,0.29172,0.68155
0.68375,0.30058,0.2929,0.30167,0.67733
0.68599,0.30887,0.30246,0.29879,0.67209
0.68019,0.29476,0.30231,0.29804,0.68574
0.66742,0.30179,0.29947,0.29523,0.68113
0.68197,0.29361,0.29896,0.30103,0.68408
0.68094,0.29583,0.30133,0.29685,0.67451
0.68223,0.30065,0.30036,0.29296,0.6723
0.68954,0.2981,0.3036,0.29988,0.68275
0.67701,0.29548,0.30561,0.29574,0.67247
0.6809,0.29852,0.30239,0.30182,0.67933
0.68554,0.30259,0.30528,0.30085,0.68139
0.68081,0.29973,0.2994,0.29597,0.67549
0.67622,0.30711,0.29814,0.30157,0.6797
0.6802,0.2961,0.30312,0.29635,0.68249
0.6839,0.29347,0.29689,0.30472,0.67662
0.67866,0.30156,0.29207,0.30283,0.68252
0.68504,0.29647,0.29951,0.30215,0.68446
0.67985,0.29737,0.30743,0.29795,0.6867
0.67838,0.29763,0.29028,0.29751,0.68013
0.68648,0.30517,0.29046,0.30086,0.68347
0.67856,0.29706,0.29067,0.30794,0.67303
0.68137,0.30547,0.29916,0.3024,0.67341
0.67456,0.30308,0.30065,0.29848,0.68018
0.67425,0.30592,0.30235,0.30016,0.67806
0.67618,0.30341,0.30411,0.29362,0.67457
0.68485,0.30262,0.30435,0.30304,0.68366
0.68009,0.29644,0.29906,0.2959,0.68013
0.68808,0.30497,0.30443,0.2981,0.67532
0.68072,0.29876,0.30615,0.30183,0.67611
0.68362,0.29235,0.29511,0.30579,0.68643
0.67553,0.29153,0.30094,0.29368,0.67464
0.68105,0.30041,0.30232,0.3019,0.67901
0.68061,0.30514,0.31103,0.30439,0.6774
0.68122,0.31061,0.30404,0.30438,0.6834
0.67502,0.30558,0.30046,0.30025,0.67524
0.68323,0.29685,0.29972,0.296,0.67465
0.67888,0.30002,0.29756,0.29754,0.67754
0.68723,0.30135,0.29259,0.30311,0.6717
0.67734,0.29967,0.29703,0.30239,0.67408
0.67763,0.29506,0.30011,0.30165,0.68444
0.68236,0.3005,0.29585,0.30229,0.68823
0.68302,0.29409,0.30332,0.30212,0.68293
0.67459,0.29887,0.29322,0.30566,0.68121
0.6859,0.30034,0.3054,0.30009,0.67347
0.6838,0.29919,0.3054,0.30865,0.67521
0.67054,0.30398,0.29763,0.30707,0.68614
0.68161,0.29159,0.29821,0.29643,0.6809
0.68173,0.29664,0.29234,0.29625,0.68207
0.67709,0.29408,0.3013,0.29359,0.68144
0.68073,0.3007,0.29917,0.30272,0.67229
0.67564,0.30271,0.3002,0.29392,0.68539
0.68125,0.29489,0.3067,0.2989,0.68069
0.68699,0.29974,0.30194,0.30264,0.67932
0.68259,0.30147,0.29551,0.2946,0.67682
0.67773,0.30329,0.30567,0.30324,0.67174
0.68202,0.30329,0.30052,0.2992,0.68019
0.68305,0.29948,0.30089,0.29793,0.68409
0.67792,0.30543,0.29947,0.3031,0.68075
0.68259,0.296,0.30766,0.30046,0.68111
0.6807,0.30075,0.3002,0.29967,0.67407
0.68599,0.30328,0.30154,0.30382,0.67591
0.68065,0.30909,0.30634,0.30502,0.67823
0.68272,0.29411,0.29696,0.29813,0.68145
0.68273,0.30563,0.29988,0.30247,0.67464
0.68243,0.30003,0.30315,0.30284,0.67382
0.67446,0.30351,0.29915,0.29901,0.67588
0.68086,0.30243,0.29967,0.29761,0.68515
0.67351,0.29912,0.30392,0.30105,0.68309
0.6801,0.29729,0.29843,0.30691,0.68041
0.67157,0.29812,0.29976,0.30568,0.68303
0.68033,0.30192,0.29745,0.30132,0.68398
0.6769,0.29343,0.29765,0.29953,0.68207
0.67206,0.29552,0.29677,0.30463,0.681
0.67931,0.29463,0.3038,0.29949,0.67922
0.67129,0.30246,0.29669,0.29524,0.68136
0.67756,0.29999,0.30053,0.29322,0.67264
0.68473,0.29828,0.29473,0.30341,0.68357
0.68385,0.29751,0.29892,0.29127,0.6798
0.67988,0.30049,0.30827,0.29735,0.68233
0.68023,0.29769,0.3004,0.29864,0.67796
0.6834,0.30714,0.2995,0.29382,0.67965
0.67992,0.29604,0.29341,0.30562,0.68278
0.68553,0.29841,0.30297,0.2978,0.67903
0.67654,0.2972,0.29467,0.30389,0.68298
0.67521,0.29974,0.2989,0.301,0.68561
0.67533,0.30894,0.29599,0.29904,0.68194
0.67816,0.29815,0.30332,0.30394,0.67928
0.67522,0.2995,0.3069,0.29786,0.6816
0.67893,0.29577,0.28918,0.29778,0.67621
0.68183,0.30906,0.30092,0.30223,0.68675
0.68102,0.3098,0.30446,0.29852,0.68046
0.67898,0.30327,0.29843,0.30047,0.68404
0.68329,0.29248,0.30073,0.30125,0.67754
0.68409,0.2982,0.29945,0.30093,0.67408
0.68138,0.29991,0.30254,0.30178,0.68234
0.67811,0.30347,0.29706,0.29705,0.67759
0.68285,0.30544,0.29944,0.29146,0.67241
0.67898,0.30132,0.29769,0.30061,0.68153
0.67651,0.29878,0.30203,0.30302,0.67766
0.68271,0.29815,0.29976,0.29691,0.68926
0.68135,0.29614,0.30469,0.29184,0.67585
0.68055,0.29567,0.30766,0.30869,0.68249
0.6819,0.29605,0.29511,0.29615,0.68162
0.67892,0.30123,0.29977,0.30845,0.67877
0.67688,0.29766,0.29284,0.29262,0.67956
0.68137,0.3052,0.29829,0.29312,0.67788
0.68021,0.30189,0.30109,0.30337,0.68142
0.6735,0.29712,0.30073,0.3006,0.67989
0.67875,0.29707,0.29811,0.30761,0.67646
0.6772,0.30411,0.29913,0.30182,0.68444
0.68076,0.2941,0.29905,0.29988,0.68017
0.68758,0.2993,0.29818,0.297,0.68311
0.6808,0.3011,0.29307,0.30548,0.68274
0.67873,0.30223,0.29723,0.29896,0.67605
0.67879,0.30169,0.30469,0.3025,0.68701
0.67548,0.29889,0.29758,0.29807,0.68289
0.68606,0.30065,0.30778,0.3025,0.68486
0.68306,0.30484,0.30496,0.29895,0.68223
0.6796,0.29946,0.30075,0.2918,0.68814
0.68522,0.29975,0.29964,0.30047,0.67513
0.68215,0.30051,0.29686,0.30212,0.67934
0.68253,0.3053,0.29584,0.29608,0.67081
0.67651,0.30227,0.30287,0.29918,0.68119
0.67969,0.29418,0.2961,0.30933,0.68813
0.68052,0.29456,0.29918,0.30511,0.6741
0.68144,0.29022,0.30916,0.3068,0.67587
